DE4,8.188349
CD0,8.192169
AW1,8.192691
AL1,8.193162
CD0,8.193974
DE1,10.262102
DL1,10.262691
DW1,10.263129
RE1,10.263510
CA1,10.397008
AW1,10.398127
DW1,10.517806
AW2,10.518330
AL2,10.518797
DE1,11.105579
DE2,12.982090
DL2,12.982659
DW2,12.983127
RE2,12.983505
AW3,13.112415
AL3,13.112601
DE6,15.544996
DL3,15.670726
DW3,15.670923
CD0,15.671607
AW1,25.686232
AL1,25.686452
CD0,25.687192
DE1,40.452330
DL1,40.452598
DW1,40.452756
RE1,40.452854
CA4,40.564999
AW1,40.565416
DE1,41.042194
DW1,41.042413
RE1,41.042519
AW2,44.867743
AL2,44.868003
DE2,46.033326
DL2,46.033626
DW2,46.033876
RE2,46.034016
AW5,46.163378
AL5,46.163627
DE5,52.518631
DL5,52.518954
DW5,52.519179
RE5,52.519387
CD0,52.648507
AW1,52.761205
AL1,52.761454
DE1,57.453158
DL1,57.453475
DW1,57.453680
RE1,57.453819
CA1,57.576242
AW1,57.576767
DW1,57.700200
AW2,57.700380
AL2,57.700524
DE1,58.004437
DE1,74.979437
DE2,80.626484
DL2,80.626775
DW2,80.626976
RE2,80.627116
AW4,80.757457
AL4,80.757714
DE4,83.042248
DL4,83.042620
DW4,83.042842
RE4,83.042985
AW1,83.182922
RE1,83.183053
AL1,83.183203
CD0,83.183999
DE1,88.866873
DL1,88.867451
DW1,88.867913
RE1,88.868331
CA4,89.004767
AW1,89.005187
DW1,89.121211
AW2,89.121396
AL2,89.121544
DE1,89.310440
DE2,92.346545
DL2,92.346960
DW2,92.347265
RE2,92.347500
AW5,92.493403
AL5,92.493770
DE5,97.911889
DL5,97.912323
DW5,97.912636
RE5,97.912874
AW1,98.046471
RE1,98.046899
AL1,98.047388
CD0,98.048156
DE6,102.370795
DE1,107.384196
DL1,107.384809
DW1,107.385287
RE1,107.385728
CA1,107.518204
AW1,107.519422
DW1,107.639007
AW2,107.639605
AL2,107.640101
DE1,107.867240
DE2,110.662553
DL2,110.663060
DW2,110.663553
RE2,110.663935
AW4,110.797786
AL4,110.798318
DE4,113.815053
DL4,113.815717
DW4,113.816174
RE4,113.816590
RE1,113.950858
AW1,113.951137
AL1,113.951301
