DE1,5.992473
CD0,5.992574
AW1,5.992954
AL1,5.993169
CD0,5.997392
CA1,6.144630
DL1,6.145007
DW1,6.145245
AW1,6.145444
DW1,6.148868
DL1,6.149045
AW2,6.149183
AL2,6.149325
DE2,13.427313
DL2,13.427541
DW2,13.427688
RE2,13.427781
AW4,13.554336
AL4,13.554519
DE5,16.815903
DL4,16.946026
DW4,16.946232
CD0,16.946944
AW1,26.949078
AL1,26.949331
CD0,26.950200
DE1,37.932501
DL1,37.932794
DW1,37.932956
RE1,37.933053
CA4,38.082205
AW1,38.082584
DW1,38.233401
AW2,38.233589
AL2,38.233735
DE1,38.234570
DE2,39.756263
DL2,39.756533
DW2,39.756699
RE2,39.756803
AW1,39.887192
DW1,40.008246
AL6,40.008522
AW6,41.176106
DE6,42.727822
DL6,42.728203
DW6,42.728427
RE6,42.728582
AW1,42.854902
AL1,42.855491
CD0,42.856319
DE1,45.466441
DL1,45.467016
DW1,45.467486
RE1,45.467912
CA4,45.601632
AW1,45.602820
DW1,45.721982
AW2,45.722213
AL2,45.722390
DE1,45.926836
DE2,51.306616
DL2,51.307080
DW2,51.307454
RE2,51.307700
AW5,51.453024
AL5,51.453242
DE2,63.779618
DE5,65.872664
DL5,65.873286
DW5,65.873818
RE5,65.874207
AW1,66.025926
AL1,66.026569
CD0,66.027381
DE1,72.167704
DL1,72.168406
DW1,72.168882
RE1,72.169287
CA4,72.314670
AW1,72.315840
DW1,72.436898
AW2,72.437081
AL2,72.437222
DE1,72.771913
DE2,74.136615
DL2,74.137199
DW2,74.137677
RE2,74.138059
AW6,74.389071
AL6,74.389277
DE6,78.995406
DL6,78.995719
DW6,78.995878
RE6,78.995975
AW1,79.123695
AL1,79.123901
CD0,79.124644
DE1,83.712549
DL1,83.712812
DW1,83.712973
RE1,83.713070
CA1,83.842972
AW1,83.843382
DW1,84.044729
AW2,84.044932
AL2,84.045082
DE1,84.045865
DE2,93.298804
DL2,93.299001
DW2,93.299143
RE2,93.299234
AW3,93.429990
AL3,93.430179
DE5,96.389198
DL3,96.513665
DW3,96.513915
CD0,96.514616
