CD0,4.743514
AW1,4.906876
AL1,4.907099
CD0,4.907870
DE1,10.935026
DL1,10.935335
DW1,10.935518
RE1,10.935619
CA4,11.155600
AW1,11.156046
DE1,11.160061
DW1,11.160245
RE1,11.160347
AW2,11.273254
AL2,11.273460
DE2,21.113545
DL2,21.113753
DW2,21.113899
RE2,21.113995
AW6,21.243500
AL6,21.243749
DE4,28.352899
DL6,28.482844
DW6,28.483098
CD0,28.483465
DE3,33.980918
AW1,38.483798
AL1,38.484268
CD0,38.485037
DE1,38.661551
DL1,38.662189
DW1,38.662635
RE1,38.663001
CA4,38.781341
AW1,38.782405
DE1,38.978302
DW1,38.978556
RE1,38.978935
AW2,40.406812
AL2,40.407065
DE1,43.186119
DE2,68.024414
DL2,68.024693
DW2,68.024892
RE2,68.025033
AW6,68.155067
AL6,68.155318
DE2,72.179970
DE5,78.465415
DE6,88.229312
DL6,88.229732
DW6,88.230032
RE6,88.230190
AW1,88.353491
AL1,88.353743
CD0,88.354506
DE1,92.636180
DL1,92.636494
DW1,92.636706
RE1,92.636848
CA4,92.749004
AW1,92.749540
DE1,92.889445
DW1,92.889719
RE1,92.889863
DE1,97.049323
AW2,97.752697
AL2,97.752937
DE2,100.676854
DL2,100.677145
DW2,100.677347
RE2,100.677486
AW6,100.807698
AL6,100.807932
DE4,107.353158
DL6,107.483939
DW6,107.484450
CD0,107.485165
DE1,111.236872
AW1,117.485360
AL1,117.485615
CD0,117.486376
DE2,128.082433
DE3,140.781331
DE1,152.941914
DL1,152.942288
DW1,152.942497
RE1,152.942642
CA4,153.163014
AW1,153.164064
DE1,153.169350
DW1,153.169808
RE1,153.170180
AW2,153.283115
AL2,153.283353
DE2,157.918373
DL2,157.918893
DW2,157.919326
RE2,157.919689
AW6,158.049311
AL6,158.049519
DE2,162.086655
DE5,166.480933
DE6,174.026473
DL6,174.026870
DW6,174.027086
RE6,174.027224
AW1,174.156559
AL1,174.156804
CD0,174.157637
DE6,177.948068
DE1,191.447672
DL1,191.447975
DW1,191.448178
RE1,191.448320
CA4,191.668082
AW1,191.668577
DE1,191.672556
DW1,191.672789
RE1,191.672931
AW2,191.785627
AL2,191.785877
DE2,198.932132
DL2,198.932439
DW2,198.932642
RE2,198.932783
AW5,199.063300
AL5,199.063552
DE3,204.917890
CD0,205.051342
DL5,205.164633
DW5,205.164879
DL5,205.165074
DE4,213.999786
AW1,215.050996
AL1,215.051241
CD0,215.052073
DE1,218.827834
DL1,218.828387
DW1,218.828822
RE1,218.829181
CA4,219.047106
AW1,219.048131
DE1,219.053391
DW1,219.053838
RE1,219.054208
AW2,219.167538
AL2,219.168016
DE1,223.304311
DE2,228.489602
DL2,228.490117
DW2,228.490537
RE2,228.490896
AW6,228.615861
AL6,228.616341
DE3,242.479056
DL6,242.608802
DW6,242.609258
CD0,242.609971
DE1,246.854357
AW1,252.612607
AL1,252.613104
CD0,252.613877
DE2,253.821451
DE5,267.917855
DE6,286.461295
DE1,293.257688
DL1,293.257969
DW1,293.258206
RE1,293.258362
CA4,293.389075
AW1,293.389512
DE1,293.510617
DW1,293.510806
RE1,293.510915
AL2,293.511059
AW2,294.681621
DE2,298.177444
DL2,298.177998
DW2,298.178441
RE2,298.178801
AW5,298.327171
AL5,298.327357
DE4,304.845428
DL5,304.993519
DW5,304.993723
CD0,304.994438
DE3,312.044308
AW1,314.973696
AL1,314.973888
CD0,314.974643
DE5,327.739359
DE1,331.254915
DL1,331.255504
DW1,331.255933
RE1,331.256300
