DE2,53.588600
DE1,53.606190
DE2,53.623158
DE3,53.637455
CD0,53.637507
AW1,53.637668
AL1,53.637774
CD0,53.638917
CA4,53.768296
DL1,53.768505
DW1,53.768591
AW2,53.768693
AL1,53.768789
AW5,53.769999
DW5,53.770077
CD0,53.771113
DL1,53.771197
DL1,53.771274
DL1,53.886208
DW2,53.886312
DL1,53.886387
DE4,54.364491
DE1,57.110487
AW1,63.857325
AL1,63.857512
CD0,63.858258
DL1,63.858422
DW1,63.858571
CD0,63.858616
CD0,63.860870
AW1,63.973706
AL1,63.973907
DE1,71.590479
DL1,71.590785
DW1,71.590994
RE1,71.591131
CA4,71.703244
AW1,71.703778
DE1,71.955642
DW1,71.955913
RE1,71.956054
AW2,74.616347
AL2,74.616588
DE2,75.684870
DL2,75.685131
DW2,75.685326
RE2,75.685463
AW5,75.816120
DE5,80.555244
DW5,80.555815
RE5,80.556205
AW1,80.711890
AL1,80.712381
CD0,80.713200
DE5,84.535298
DE6,88.930979
DE1,91.853834
DL1,91.854393
DW1,91.854840
RE1,91.855222
CA1,91.973783
AW1,91.974201
DE1,92.666544
DW1,92.667058
RE1,92.667439
AW2,94.962133
AL2,94.962314
DE2,96.603557
DL2,96.603844
DW2,96.604043
RE2,96.604184
AW3,96.744009
DE3,100.619072
DW3,100.619390
RE3,100.619534
RE1,100.755751
AW1,100.756012
AL1,100.756158
CD0,100.756888
DE4,104.775687
DE1,107.146772
DL1,107.147093
DW1,107.147295
RE1,107.147436
CA4,107.259538
AW1,107.260634
DE1,107.496016
DW1,107.496536
RE1,107.496925
AW2,110.230148
AL2,110.230645
DE2,113.366395
DL2,113.366930
DW2,113.367374
RE2,113.367756
AW6,113.500085
DE5,116.946126
DE6,118.693855
DW6,118.694473
RE6,118.694881
AW1,118.827397
RE1,118.827521
AL1,118.827666
CD0,118.828398
DE1,123.467559
DL1,123.468091
DW1,123.468532
RE1,123.468921
CA4,123.618041
AW1,123.619019
DW1,123.739971
AW2,123.740152
AL2,123.740293
DE1,123.926887
DE2,127.045569
DL2,127.046096
DW2,127.046536
RE2,127.046917
AW6,127.193433
DE5,130.415219
DE6,131.837095
DW6,131.837646
RE6,131.838033
AW1,131.984415
AL1,131.984584
CD0,131.985310
DE6,138.843719
DE1,140.750546
DL1,140.751108
DW1,140.751546
RE1,140.751924
CA4,140.892023
AW1,140.893193
DW1,141.101342
AW2,141.101504
AL2,141.101644
DE1,141.102318
DE2,144.137688
DL2,144.138218
DW2,144.138655
RE2,144.139033
AW6,144.268855
DE3,147.252634
DW6,147.383332
CD0,147.384042
DE4,148.901989
DE1,153.798516
AW1,157.379697
AL1,157.380196
CD0,157.380960
DE1,157.909370
DL1,157.909925
DW1,157.910370
RE1,157.910751
CA4,158.057630
AW1,158.058035
DW1,158.178236
AW2,158.178428
AL2,158.178576
DE1,158.752877
DE2,160.642170
DL2,160.642408
DW2,160.642689
RE2,160.642788
AW6,160.772716
DE5,163.462216
DE6,165.175538
DW6,165.176116
RE6,165.176515
AW1,165.306394
AL1,165.306897
CD0,165.307650
DE1,169.332552
DL1,169.333130
DW1,169.333592
RE1,169.333979
CA4,169.478115
AW1,169.479204
DW1,169.694985
AW2,169.695160
AL2,169.695306
DE1,169.696064
DE2,172.396808
DL2,172.397155
DW2,172.397370
RE2,172.397513
AW6,172.525949
DE2,176.568261
DE3,177.949349
DW6,178.074603
CD0,178.075324
DE4,179.462276
AW1,188.090565
AL1,188.090930
CD0,188.091663
DE1,188.343462
DL1,188.343886
DW1,188.344194
RE1,188.344432
CA1,188.460606
AW1,188.461025
DE1,188.660828
DW1,188.661057
RE1,188.661159
DE2,192.033508
AW2,192.165123
AL2,192.165456
DL2,192.165649
DW2,192.165837
AW4,192.166019
DE3,193.662152
DE4,195.377499
DW4,195.377913
RE4,195.378067
AW1,195.503529
AL1,195.503780
CD0,195.504525
DE1,199.234061
DL1,199.234355
DW1,199.234555
RE1,199.234696
